# airports.tab	main airports list

# This file is part of Tripover, a broad-search journey planner.

#  Copyright (C) 2014-2016 Joris van der Geer.

# This file is used by gtfstool when creating gtfs feeds from air timetables
# derived partially from openflights.org and ourairports.com  res.taca.com/zed/app/codes.html

# name	code	cc	lat	lon	utcofs	citydst	lat	lon

Columbus	CSG	us-ga	32.518132	-84.939349	America/New_York
Columbus	GTR	us-ms	33.451422	-88.587554	America/Chicago
Columbus	CBM	us-ms	33.631670	-88.440744	America/Chicago
Comiso	CIY	it	36.998261	14.606688	Europe/Rome
Comodoro Rivadavia	CRD	ar	-45.78535	-67.46551	America/Argentina/Catamarca
Comox	YQQ	ca-bc	49.705985	-124.906323	America/Vancouver
Conakry	CKY	gn	9.572397	-13.621946	Africa/Conakry
Concepcion	CCP	cl	-36.777149	-73.059777	America/Santiago
Con Dao	VCS	vn	8.730154	106.628354	Asia/Ho_Chi_Minh
Cuneo	CUF	it	44.547661	7.618490	Europe/Rome
Constantine	CZL	dz	36.286700	6.618866	Africa/Algiers
Copenhagen	CPH	dk	55.628337	12.654379	Europe/Copenhagen
Copiapo	CPO	cl	-27.299016	-70.414153	America/Santiago
Cordoba	COR	ar	-31.313743	-64.212667	America/Argentina/Cordoba
Cordoba	XOJ	es	37.888100	-4.789214	Europe/Madrid
Cork	ORK	ie	51.846804	-8.489283	Europe/Dublin	ork_kent	51.901508	-8.458013
Corpus Christi	CRP	us-tx	27.774747	-97.502242	America/Chicago
Cortez, Co	CEZ	us-co	37.303743	-108.628699	America/Denver
Corrientes	CNQ	ar	-27.44550	-58.76186	America/Argentina/Cordoba
Cotonou	COO	bj	6.35723	2.38435	Africa/Porto-Novo
Cozumel	CZM	mx	20.511073	-86.929970	America/Cancun
Cucuta	CUC	co	7.926652	-72.508729	America/Bogota
Cuenca	CUE	ec	-2.888945	-78.985610	America/Guayaquil
Cuiaba	CGB	br-mt	-15.650875	-56.120723	America/Cuiaba
Culebra	CPX	pr	18.312281	-65.301296	America/Puerto_Rico
Culiacan	CUL	mx	24.76455	-107.47472	America/Mazatlan
Curacao	CUR	cw	12.184477	-68.955927	America/Curacao
Curitiba	CWB	br-pr	-25.535460	-49.173000	America/Sao_Paulo
Cut Nyak Dien Nagan Raya	MEQ	id	4.25	96.21700	Asia/Jakarta
Cuzco	CUZ	pe	-13.538350	-71.943403	America/Lima
Daegu	TAE	kr	35.89411	128.65886	Asia/Seoul
Dakar	DKR	sn	14.746925	-17.490227	Africa/Dakar
Dalaman	DLM	tr	36.723121	28.789304	Asia/Istanbul
Dalat	DLI	vn	11.75	108.367	Asia/Ho_Chi_Minh
Dalian	DLC	cn	38.961953	121.543824	Asia/Shanghai
Dali City	DLU	cn	25.647520	100.323673	Asia/Shanghai	dlu_dali	25.588593	100.250829
Dallas/Fort Worth	DFW	us-tx	32.897783	-97.035441	America/Chicago	dfw_union	32.774679	-96.806960
=Dallas Fort Worth DFW
Dallas	DAL	us-tx	32.843824	-96.850261	America/Chicago	dal_burbank	32.774679	-96.806960
=Dallas/Fort Worth DAL
=Dallas DFW
Damascus	DAM	sy	33.410636	36.514267	Asia/Damascus
Dammam	DMM	sa	26.467970	49.798194	Asia/Riyadh	dmm_rail	26.409742	50.127229
Dammam	DMS-bus	sa	26.451491	50.107211	Asia/Riyadh	dmm_rail	26.409742	50.127229
Da Nang	DAD	vn	16.04392	108.1994	Asia/Ho_Chi_Minh
Dandong	DDG	cn	40.031181	124.282431	Asia/Shanghai	ddg_rail	40.128284	124.378907
Daocheng Yading	DCY	cn	29.3231	100.0533	Asia/Shanghai
Dar es Salaam	DAR	tz	-6.874073	39.202668	Africa/Dar_es_Salaam
=Dar Es salaam DAR
Darwin	DRW	au-nt	-12.407942	130.877894	Australia/Darwin	drw_railway	-12.4726450	130.9044639
Datong	DAT	cn	40.056747	113.489829	Asia/Shanghai	dat_datong	40.118592	113.304836
Davao City	DVO	ph	7.130621	125.644775	Asia/Manila
David, Panama	DAV	pa	8.391520	-82.431382	America/Panama
Dawadmi	DWD	sa	24.5	44.4	Asia/Riyadh
Daxian	DAX	cn	31.130140	107.431340	Asia/Shanghai	dax_dazhou	31.194944	107.452226
Dayong	DYG	cn	29.108189	110.444936	Asia/Shanghai	dyg_zhangjijajie	29.103420	110.487103
Daytona Beach	DAB	us-fl	29.178283	-81.057341	America/New_York
Dayton	DAY	us-oh	39.899006	-84.220369	America/New_York
Deauville	DOL	fr	49.360534	0.158644	Europe/Paris	dol_sncf	49.359592	0.084360
Deer Lake	YDF	ca-nl	49.209951	-57.399505	America/St_Johns
Delhi	DEL	in	28.555531	77.097895	Asia/Kolkata
Delingha	HXD	cn	37.130199	97.265780	Asia/Shanghai
Denpasar Bali	DPS	id	-8.744538	115.163955	Asia/Makassar
=Bali DPS
Denver	DEN	us-co	39.851741	-104.674182	America/Denver	den_union	39.753128	-104.999437
Des Moines	DSM	us-ia	41.532671	-93.647936	America/Chicago
Detroit	DTW	us-mi	42.221449	-83.348900	America/Detroit	dtw_wolverine	42.306753	-83.234478
Devils Lake, nd	DVL	us-nd	48.111271	-98.908783	America/Chicago
Devonport	DPO	au-tas	-41.172010	146.427803	Australia/Hobart	dpo_harbour	-41.179057	146.365523
Dhaka	DAC	bd	23.848106	90.405577	Asia/Dhaka
Dickinson	DIK	us-nd	46.802485	-102.800620	America/Denver
Dien Bien Phu	DIN	vn	21.39748	103.00783	Asia/Ho_Chi_Minh
Dikwella	DIW	lk	5.96667	80.68333	Asia/Colombo
Dili	DIL	tl	-8.546400	125.526000	Asia/Dili
Diqing	DIG	cn	27.792671	99.683444	Asia/Shanghai
Djerba	DJE	tn	33.870883	10.774831	100
Djibouti	JIB	dj	11.552565	43.150023	Africa/Djibouti
Dnepropetrovsk	DNK	ua	48.365776	35.093402	Europe/Moscow
Dodge City, ks	DDC	us-ks	37.760037	-99.968147	America/Chicago
Doha	DOH	qa	25.267973	51.559473	Asia/Qatar
Dole Tavaux	DLE	fr	47.043630	5.424742	Europe/Paris
Donetsk	DOK	ua	48.068018	37.741650	Europe/Kiev
Dong Hoi	VDH	vn	17.511647	106.589763	Asia/Ho_Chi_Minh
Dongsheng	DSN	cn	39.494065	109.872590	Asia/Shanghai	dsn_dongsheng	39.814672	109.976412
Dongying	DOY	cn	37.505614	118.788454	Asia/Shanghai
Dortmund	DTM	de	51.514889	7.613208	Europe/Berlin
Dothan	DHN	us-al	31.316342	-85.449252	America/Chicago
Douala	DLA	cm	4.013588	9.716744	Africa/Douala
Dresden	DRS	de	51.124320	13.763054	Europe/Berlin	drs_hbf	51.039605	13.732337
Du Bois, pa	DUJ	us-pa	41.183512	-78.893785	America/New_York
Dubai	DWC	ae	24.899589	55.163260	Asia/Dubai	dwc_wtc	25.225702	55.285652
Dubai	DXB	ae	25.245855	55.358321	Asia/Dubai	dxb_wtc	25.225702	55.285652
Dubai	XNB	ae	25.245855	55.358321	Asia/Dubai
Dubbo	DBO	au-nsw	-32.218716	148.569707	Australia/Sydney	dbo_railway	-32.244974	148.609488
Dublin	DUB	ie	53.427999	-6.244595	Europe/Dublin	dub_conolly	53.351552	-6.250903
Dubrovnik	DBV	hr	42.560105	18.262218	Europe/Zagreb	dbv_centre	42.640564	18.109954
Dubuque	DBQ	us-ia	42.405173	-90.704402	America/Chicago
Duesseldorf	DUS	de	51.278429	6.765750	Europe/Berlin	dus_hbf	51.219064	6.794752
=Dusseldorf DUS
Duluth	DLH	us-mn	46.838660	-92.179865	America/Chicago
Dunedin	DUD	nz	-45.928100	170.197998	Pacific/Auckland
Dunhuang	DNH	cn	40.166406	94.804315	Asia/Urumqi	dnh_rail	40.168363	94.784455
Durango	DGO	mx	24.12419	-104.52801	America/Monterrey
Durango	DRO	us-co	37.159551	-107.750945	America/Denver
Durban	DUR	za	-29.617530	31.105551	Africa/Johannesburg
Dushanbe	DYU	tj	38.548923	68.815539	Asia/Dushanbe
Dzaoudzi	DZA	yt	-12.80472	45.28111	Indian/Mayotte
Easter Island	IPC	cl	-27.162569	-109.430610	Pacific/Easter
East London	ELS	za	-33.03557	27.82594	Africa/Johannesburg
Eau Claire, wi	EAU	us-wi	44.862625	-91.482188	America/Chicago
Edinburgh	EDI	gb	55.948456	-3.363001	Europe/London	edi_centre	55.951124	-3.191211
Edmonton	YEG	ca-ab	53.308286	-113.583744	America/Edmonton
El Calafate	FTE	ar	-50.284252	-72.053805	America/Argentina/Rio_Gallegos
Eldoret	EDL	ke	0.404634	35.223888	Africa/Nairobi
Elko	EKO	us-nv	40.827487	-115.786255	America/Los_Angeles
Elmira	ELM	us-ny	42.162968	-76.895039	America/New_York
El Paso	ELP	us-tx	31.798350	-106.393471	America/Denver
El Yopal	EYP	co	5.31911	-72.38397	America/Bogota
Emerald	EMD	au-qld	-23.568640	148.174612	Australia/Brisbane	emd_railway	-23.525570	148.154721
Ende	ENE	id	-8.84929	121.66064	Asia/Makassar
Enfidha	NBE	tn	36.084019	10.438953	Africa/Tunis
Enid	END	us-ok	36.341465	-97.906183	America/Chicago
Enshi	ENH	cn	30.318891	109.486647	Asia/Shanghai	enh_rail	30.348776	109.485956
Entebbe	EBB	ug	0.044907	32.443104	Africa/Kampala
Erbil	EBL	iq	36.225479	43.973654	Asia/Baghdad
=Erbil Intl EBL
Erie	ERI	us-pa	42.082766	-80.181512	America/New_York
Erzurum	ERZ	tr	39.961622	41.178712	Europe/Istanbul
Escanaba	ESC	us-mi	45.717912	-87.092932	America/Detroit
Espiritu Santo	SON	vut	-15.506131	167.219160	Pacific/Efate
Esquel	EQS	ar	-42.9079	-71.13947	America/Argentina/Catamarca
Eugene	EUG	us-or	44.121091	-123.210051	America/Los_Angeles	eug_amtrak	44.055065	-123.091785
Eureka, Ca	ACV	us-ca	40.971324	-124.107106	America/Los_Angeles
Evansville	EVV	us-in	38.046162	-87.527891	America/Chicago
Exeter	EXT	gb	50.730850	-3.416111	Europe/London	ext_pinhoe	50.737535	-3.469273
Fairbanks	FAI	us-ak	64.818043	-147.867938	America/Anchorage
Fairford	FFD	gb	51.689062	-1.774938	Europe/London
Faisalabad	LYP	pk	31.36501	72.99484	Asia/Karachi
Fargo	FAR	us-nd	46.919443	-96.825223	America/Chicago	far_amtrak	46.880913	-96.784454
Farmington, Nm	FMN	us-nm	36.739040	-108.228631	America/Denver
Faro	FAO	pt	37.019876	-7.972939	Europe/Lisbon	fao_faro	37.019328	-7.940452
Fayetteville	FAY	us-nc	34.990571	-78.887072	America/New_York	fay_amtrak	35.054183	-78.885173
Fayetteville	XNA	us-ar	36.275330	-94.297001	America/Chicago
=Nw Arkansas/fayetteville, ar ALL
Fergana	FEG	uz	40.3588	71.745	Asia/Tashkent
Fez	FEZ	ma	33.930531	-4.980353	Africa/Casablanca
Figari	FSC	fr	41.498992	9.098767	Europe/Paris
Flint	FNT	us-mi	42.971290	-83.748364	America/Detroit	fnt_amtrak	43.015810	-83.650750
Florence	FLO	us-sc	34.193021	-79.727955	America/New_York	flo_amtrak	34.199231	-79.756234
Florence	FLR	it	43.802159	11.201493	Europe/Rome	flr_marte	43.777427	11.276495
Flores, Guatemala	FRS	gt	16.916355	-89.864825	America/Guatemala
Florianopolis	FLN	br	-27.67049	-48.54718	America/Sao_Paulo
Formosa	FMA	ar	-26.213768	-58.230444	America/Argentina/Cordoba
Fortaleza	FOR	br	-3.778859	-38.540768	America/Fortaleza
Fort De France	FDF	mq	14.595782	-61.000293	America/Martinique
=Fort De france FDF
Fort Lauderdale	FLL	us-fl	26.071428	-80.144843	America/New_York	fll_boward	26.120759	-80.169741
Fort McMurray	YMM	ca-ab	56.649431	-111.230464	America/Edmonton
=Fort Mcmurray YMM
Fort Myers	RSW	us-fl	26.536653	-81.757969	America/New_York
Fort Smith	FSM	us-ar	35.341726	-94.360916	America/Chicago
Fort St John	YXJ	ca-bc	56.245753	-120.734794	America/Dawson_Creek
Fort Wayne	FWA	us-in	40.986828	-85.188255	America/Indiana/Indianapolis
Frankfurt	FRA	de	50.049896	8.571920	Europe/Berlin	fra_hbf	50.106828	8.663680
Fredericton	YFC	ca-nb	45.872586	-66.529526	America/Moncton
Freeport	FPO	bs	26.547388	-78.704939	America/Nassau
Freetown	FNA	sl	8.614798	-13.200567	Africa/Freetown
Fresno	FAT	us-ca	36.769412	-119.720008	America/Los_Angeles
Friedrichshafen	FDH	de	47.668004	9.513153	Europe/Berlin
Fuerteventura	FUE	es	28.453698	-13.868606	Atlantic/Canary	fue_rosario	28.499306	-13.855946
Fukuoka	FUK	jp	33.584491	130.443736	Asia/Tokyo
Fukushima	FKS	jp	37.226727	140.433194	Asia/Tokyo
Funchal	FNC	pt	32.693114	-16.775648	Atlantic/Madeira
=Madeira FNC
Fuoshan	FUO	cn-gd	23.084635	113.067106	Asia/Shanghai	fuo_rail	23.046320	113.105204
Fussa	OKO	jp	35.74849	139.34848	Asia/Tokyo
Fuyang	FUG	cn	32.877138	115.744230	Asia/Shanghai	fug_rail	32.917697	115.869415
Fuyuan	FYJ	cn	48.200683	134.368205	Asia/Shanghai
Fuzhou	FOC	cn	25.928254	119.673705	Asia/Shanghai	foc_rail	26.113034	119.320722
Gaborone	GBE	bw	-24.557801	25.924401	Africa/Gaborone
Gainesville	GNV	us-fl	29.687119	-82.277386	America/New_York
Ganzhou	KOW	cn	25.825570	114.906632	Asia/Shanghai	kdw_赣州	25.818927	114.965206
Garden City	GCK	us-ks	37.927020	-100.719595	America/Chicago
Gassim	ELQ	sa	26.304720	43.768349	Asia/Riyadh
Gaziantep	GZT	tr	36.944936	37.473499	Europe/Istanbul
Gazipasa	GZP	tr	36.2993	32.3014	Europe/Istanbul
Gdansk	GDN	pl	54.381191	18.468721	Europe/Warsaw	gdn_wrzeszcz	54.381129	18.606179
Gelendzik	GDZ	ru	44.593528	38.025170	Europe/Moscow	gdz_Новороссийск	44.735219	37.774815
Geneva	GVA	ch	46.236115	6.114029	Europe/Zurich
Genoa	GOA	it	44.415403	8.850985	Europe/Rome	goa_samp	44.412573	8.887326
George	GRJ	za	-34.001554	22.382229	Africa/Johannesburg
George Town	GGT	bs	23.563071	-75.871330	America/Nassau
Geraldton	GET	au-wa	-28.795361	114.701536	Australia/Perth	get_centre	-28.767471	114.614933
Gerona	GRO	es	41.899579	2.765625	Europe/Madrid	gro_girona	41.978572	2.816608
Gibraltar	GIB	gi	36.154476	-5.346746	Europe/Gibraltar
Gillette	GCC	us-wy	44.345666	-105.536524	America/Denver
Gladstone	GLT	au-qld	-23.871580	151.223925	Australia/Brisbane	glt_rail	-23.847227	151.262980
Glasgow	GLA	gb	55.864145	-4.432404	Europe/London	gla_central	55.859401	-4.257653
Goa	GOI	in	15.383779	73.827182	Asia/Kolkata	goi_vasco	15.395960	73.813125
Goiania	GYN	br	-16.632648	-49.226675	America/Sao_Paulo
Gold Coast	OOL	au-qld	-28.166697	153.513382	Australia/Brisbane
Golmud	GOQ	cn	36.403316	94.791032	Asia/Urumqi	goq_golmud	36.381311	94.908341
Gorgon	GBT	ir	36.9094009399	54.401298	Asia/Tehran
Gorno-altaysk	RGK	ru	51.969513	85.834914	Asia/Omsk	rgk_Бийск	52.534709	85.183466
Gorontalo	GTO	id-go	0.63711899519	122.84999	Asia/Makassar
Gothenburg	GOT	sv	57.667604	12.295686	Europe/Stockholm	got_nord	57.709439	11.972880
Gove	GOV	au-nt	-12.269725	136.823467	Australia/Darwin
Granada	GRX	es	37.185291	-3.777515	Europe/Madrid	grx_granada	37.183917	-3.610490
Grand Canyon	FLG	us-az	35.139430	-111.673921	America/Phoenix
Grand Cayman island	GCM	ky	19.294978	-81.359950	America/Cayman
=Grand Cayman Island GCM
=Georgetown GCM
Grande Prairie	YQU	ca-ab	55.176413	-118.874472	America/Edmonton
Grand Forks	GFK	us-nd	47.949202	-97.176397	America/Chicago
Grand Island	GRI	us-ne	40.969605	-98.316107	America/Chicago
Grand Junction	GJT	us-co	39.123260	-108.530063	America/Denver	gjt_amtrak	39.064496	-108.570657
Grand Rapids	GRR	us-mi	42.884521	-85.529271	America/Detroit	grr_amtrak	42.954417	-85.674618
Graz	GRZ	at	46.994520	15.444733	Europe/Vienna
Great Falls	GTF	us-mt	47.481922	-111.356869	America/Denver
Green Bay	GRB	us-wi	44.492490	-88.127739	America/Chicago
Greenbrier, Wv	LWB	us-wv	37.856198	-80.405083	America/New_York
Greensboro	GSO	us-nc	36.105468	-79.936376	America/New_York	gso_galyon	36.068942	-79.786961
=Greensboro/high Point GSO
Greenville	GSP	us-sc	34.890960	-82.216355	America/New_York	gsp_amtrak	34.859229	-82.413878
Greenville	PGV	us-nc	35.633149	-77.380419	America/New_York
Grenada	GND	gd	12.007347	-61.785791	America/Grenada
Grozny	GRV	ru	43.303219	45.769812	Europe/Moscow
Guadalajara	GDL	mx	20.525838	-103.304469	America/Mexico_City
Guam	GUM	gu	13.479794	144.797174	Pacific/Guam
Guang Yuan	GYS	cn	32.416804	105.798785	Asia/Shanghai	gys_rail	32.452049	105.822765
Guangzhou	CAN	cn	23.387512	113.303105	Asia/Shanghai	can_bei	23.377956	113.203680
Guatemala City	GUA	gt	14.588216	-90.530699	America/Guatemala
Guayaquil	GYE	ec	-2.15742	-79.88356	America/Guayaquil
Guernsey	GCI	gg	49.431844	-2.598104	Europe/London
Guilin	KWL	cn	25.217851	110.046631	Asia/Shanghai	kwl_guilin	25.254431	110.282793
Guiyang	KWE	cn	26.540525	106.799871	Asia/Shanghai	kwe_guiyang	26.553072	106.709062
Gulfport	GPT	us-ms	30.415071	-89.073452	America/Chicago
Gunnison	GUC	us-co	38.537203	-106.935562	America/Denver
Gunsan	KUV	kr	35.90376	126.61591	Asia/Seoul
Gunungsitoli	GNS	id	1.16638	97.70468	Asia/Jakarta
Gurayat	URY	sa	31.41194	37.27947	Asia/Riyadh
Gwangju	KWJ	kr	35.129786	126.805253	Asia/Seoul
Hagåtña	PGUM	gu	13.48345	144.79598	Pacific/Guam
Haikou	HAK	cn	19.939580	110.463554	Asia/Shanghai	hak_meilan	19.942494	110.459443
Hailar	HLD	cn	49.211950	119.821003	Asia/Shanghai	hld_hailar	49.229518	119.741310
Hail	HAS	sa	27.438250	41.690455	Asia/Riyadh
Haiphong	HPH	vn	20.823399	106.727447	Asia/Ho_Chi_Minh
Hakodate	HKD	jp	41.77	140.82194	Asia/Tokyo
Halifax	YHZ	ca-ns	44.886969	-63.515538	America/Halifax
Hamburg	HAM	de	53.632127	10.006249	Europe/Berlin	ham_hbf	53.553393	10.006251
Hami	HMI	cn	42.840673	93.659661	Asia/Urumqi	hmn_hami	42.899132	93.341928
Hamilton Island	HTI	au-qld	-20.351491	148.947671	Australia/Lindeman	hti_ferry	-20.346276	148.951821
Hanamaki	HNA	jp	39.42861	141.13528	Asia/Tokyo
Handan	HDG	cn	36.524919	114.433898	Asia/Shanghai	hdg_handan	36.601943	114.475866
Hangzhou	HGH	cn	30.235330	120.436257	Asia/Shanghai	hgh_east	30.290947	120.211642
Hanoi	HAN	vn	21.214584	105.802064	Asia/Ho_Chi_Minh	han_Gia_Lam	21.052560	105.881145
Hannover	HAJ	de	52.459147	9.697812	Europe/Berlin	haj_hbf	52.376651	9.742287
=Hanover HAJ
Hanzhong	HZG	cn	33.067640	107.012856	Asia/Shanghai	hzg_hanzhong	33.090725	107.031641
Harare	HRE	zw	-17.918045	31.097778	Africa/Harare
Harbin	HRB	cn	45.623064	126.242710	Asia/Shanghai	hrb_west	45.714767	126.581673
Harlingen	HRL	us-tx	26.223840	-97.661600	America/Chicago
Harrisburg	MDT	us-pa	40.196287	-76.756161	America/New_York	mdt_amtrak	40.260940	-76.877493
Hartford	BDL	us-ct	41.933225	-72.687226	America/New_York	bdl_amtrak	41.769060	-72.682805
Haugesund	HAU	no	59.344466	5.217130	Europe/Oslo	hau_haugesund	59.412138	5.270271
Havana	HAV	cu	22.998134	-82.407869	America/Havana
Hayden	HDN	us-co	40.484792	-107.219268	America/Denver
Hayman Island	HIS	au-qld	-20.059999	148.880996	Australia/Lindeman
Hays, Ks	HYS	us-ks	38.851893	-99.273633	America/Chicago
Hefei	HFE	cn	31.780000	117.297996	Asia/Shanghai	hfe_south	31.836137	117.216209
Heihe	HEK	cn	50.179128	127.316771	Asia/Shanghai	hek_heihe	50.231540	127.500239
Heilongjiang	DQA	cn	46.749136	125.138730	Asia/Shanghai	dqa_daqing	46.597021	125.013576
Helena	HLN	us-mt	46.610277	-111.988784	America/Denver
Helsinki	HEL	fi	60.318090	24.966635	Europe/Helsinki	hel_central	60.171814	24.941288
Hengyang All airports	HBP-rail	cn	26.893222	112.629510	Asia/Shanghai
=Hengyang Railway Station HNY
Hengyang All airports	HNY	cn	26.908124	112.626959	Asia/Shanghai	hny_hengyang	26.893222	112.629510
=Hengyang Railway Station HBP
Heraklion	HER	gr	35.336632	25.174111	Europe/Athens
=Irakleion HER
Hermosillo	HMO	mx	29.089762	-111.051434	America/Hermosillo
Hervey Bay	HVB	au-qld	-25.320182	152.885982	Australia/Brisbane	hvb_herveybay	-25.290437	152.835434
Hibbing	HIB	us-mn	47.387280	-92.846411	America/Chicago	hib_duluth	46.767365	-92.122921
Hilo	ITO	us-hi	19.714485	-155.039760	Pacific/Honolulu
Hilton Head	HHH	us-sc	32.226796	-80.698918	America/New_York	hhh_savannah	32.082845	-81.148644
Hiroshima	HIJ	jp	34.440073	132.919135	Asia/Tokyo
Hobart	HBA	au-tas	-42.837416	147.505660	Australia/Hobart	hba_cityhall	-42.880830	147.332522
Hobbs, Nm	HOB	us-nm	32.692657	-103.214520	America/Denver
Ho Chi Minh City	SGN	vn	10.815934	106.664622	Asia/Ho_Chi_Minh
=Ho Chi minh city SGN
=Ho Chi minh city SAI
Hofuf	HOF	sa	25.294718	49.487509	Asia/Riyadh
=Alahsa HOF
Hohhot	HET	cn	40.857765	111.823256	Asia/Shanghai	het_eastrail	40.850777	111.766428
Honiara	HIR	sb	-9.428487	160.048523	Pacific/Guadalcanal
Hong Kong	HKG	hk	22.315680	113.936088	Asia/Hong_Kong
Hongping Shennongjia Hongping	HPG	cn	31.620431	110.337810	Asia/Shanghai
Honolulu	HNL	us-hi	21.332593	-157.919825	Pacific/Honolulu	hnl_downtown	21.313923	-157.866030
Horn Island	HID	au-qld	-10.589427	142.294264	Australia/Brisbane
Hotan	HTN	cn	37.040016	79.873329	Asia/Shanghai	htn_hetian	37.097066	79.917100
Houghton/hancock, Mi	CMX	us-mi	47.168750	-88.494314	America/Detroit
Houston	HOU	us-fl	29.654639	-95.276556	America/Chicago	hou_amtrak	29.767593	-95.368358
Houston	IAH	us-fl	29.982495	-95.342480	America/Chicago	iah_amtrak	29.767593	-95.368358
Huai'an Lianshui	HIA	cn	33.787053	119.135705	Asia/Shanghai	hia_huai'an	33.649216	119.034655
Hualien	HUN	tw	24.02372	121.61691	Asia/Taipei
Huang Ping Kai Li	KJH	cn	26.976834	107.985709	Asia/Shanghai
Huangshi Railway Station	HSD	cn	30.152358	114.941300	Asia/Shanghai
Huangyan	HYN	cn	28.556050	121.421599	Asia/Shanghai	hyn_taizhou	28.684589	121.290326
Huatulco	HUX	mx	15.771924	-96.258012	America/Mexico_City
Hue	HUI	vn	16.397651	107.700223	Asia/Ho_Chi_Minh
Huizhou	HUZ	cn	23.055438	114.598232	Asia/Shanghai	huz_huizhou	23.150419	114.415895
Humberside	HUY	gb	53.582850	-0.349342	Europe/London	huy_barnetby	53.575368	-0.408273
Huntington	HTS	us-wv	38.369601	-82.556598	America/New_York
Huntsville	HSV	us-al	34.648435	-86.774147	America/Chicago
Hurghada	HRG	eg	27.17832	33.79944	Africa/Cairo
Huron, Sd	HON	us-sd	44.385140	-98.221577	America/Chicago
Hyderabad	HYD	in	17.236574	78.429621	Asia/Kolkata	hyd_umdanagar	17.262394	78.392499
Iasi	IAS	ro	47.176561	27.617542	Europe/Bucharest
Ibague	IBE	co	4.42161	-75.133	America/Bogota
Ibaraki	IBR	jp	36.177515	140.406995	Asia/Tokyo
Ibiza	IBZ	es	38.876509	1.367596	Europe/Madrid
Idaho Falls	IDA	us-id	43.514949	-112.067453	America/Boise
Iguassu Falls	IGU	br	-25.59615	-54.48721	America/Sao_Paulo
=Foz Do iguacu IGU
Iguazu	IGR	ar	-25.731309	-54.476393	America/Argentina/Cordoba
Ilheus	IOS	br	-14.81596	-39.0332	America/Bahia
Imperatriz	IMP	br	-5.53129	-47.4600	America/Araguaina
Indianapolis	IND	us-in	39.714494	-86.298453	America/Indiana/Indianapolis
Innsbruck	INN	at	47.257512	11.351465	Europe/Vienna	inn_wbf	47.254699	11.390642
International Falls	INL	us-mn	48.565916	-93.396656	America/Chicago
Inverness	INV	gb	57.539929	-4.064242	Europe/London	inv_inverness	57.480386	-4.222814
Iquique	IQQ	cl	-20.547421	-70.178375	America/Santiago
Iquitos	IQT	pe	-3.785424	-73.302667	America/Lima
Irkutsk	IKT	ru	52.273372	104.357476	Asia/Irkutsk	ikt_pass	52.282358	104.260123
Iron Mountain	IMT	us-mi	45.815328	-88.119103	America/Menominee
Isfahan	IFN	ir	32.746588	51.876092	Asia/Tehran
Ishigaki	ISG	jp	24.34452	124.18698	Asia/Tokyo
Islamabad	ISB	pk	33.609520	73.098031	Asia/Karachi
Isle Of man	IOM	im	54.086977	-4.634446	Europe/Isle_of_Man
=Isle Of Man IOM
Islip	ISP	us-ny	40.789318	-73.097403	America/New_York	isp_ronkonkoma	40.807935	-73.104727
Isparta	ISE	tr	37.858999	30.365866	Europe/Istanbul
Istanbul	IST	tr	40.978384	28.817452	Europe/Istanbul	ist_sirceli	41.015697	28.980573
=Istanbul SAW
Ithaca	ITH	us-ny	42.490495	-76.463001	America/New_York
Ivalo	IVL	fi	68.608453	27.419659	Europe/Helsinki
Izmir	ADB	tr	38.294308	27.147657	Europe/Istanbul	adb_basmane	38.422368	27.144343
Izumo	IZO	jp	35.415044	132.885892	Asia/Tokyo
Jackson Hole	JAC	us-wy	43.603963	-110.736293	America/Denver
=Jackson JAC
Jackson	JAN	us-ms	32.309771	-90.074964	America/Chicago	jan_amtrak	32.300005	-90.191318
Jacksonville	JAX	us-fl	30.491244	-81.683310	America/New_York	jax_amtrak	30.364911	-81.723436
Jacksonville	OAJ	us-nc	34.830478	-77.605635	America/New_York
Jaguaruna	JJG	br	-28.677399	-49.066877	America/Sao_Paulo
Jakarta	CGK	id	-6.126440	106.654636	Asia/Jakarta	cgk_gambir	-6.177812	106.831190
Jakarta	HLP	id-jk	-6.264978	106.885731	700	hlp_minggu	-6.285294	106.844246
Jalapa	JAL	mx	19.47508	-96.79751	America/Mexico_City
Jambi	DJB	id	-1.63802	103.64438	Asia/Jakarta
Jamestown, Nd	JMS	us-nd	46.924736	-98.678839	America/Chicago
Jayapura	DJJ	id	-2.570525	140.512822	Asia/Jayapura
Jazan	GIZ	sa	16.899766	42.582431	Asia/Riyadh
Jeddah	JED	sa	21.67956	39.15654	Asia/Riyadh
Jeju	CJU	kr	33.51131	126.49303	Asia/Seoul
Jember Noto Hadinegoro	JBB	id	-8.243312	113.695976	Asia/Jakarta
Jerez	XRY	es	36.750056	-6.064750	Europe/Madrid
Jersey	JER	je	49.205714	-2.195113	Europe/Jersey
Jiagedaqi	JGD	cn	50.377336	124.107722	Asia/Shanghai	jgd_jiagedaqi	50.419456	124.127293
Jiamusi	JMU	cn	46.846556	130.462322	Asia/Shanghai	jmu_Jiamusi	46.804046	130.383414
Ji'an	JGS	cn	26.849927	114.748370	Asia/Shanghai	jgs_ji'an	27.107374	115.022017
Jiaxing	JXS-rail	cn	30.690840	120.802271	Asia/Shanghai
Jiayuguan	JGN	cn	39.861145	98.343144	Asia/Shanghai	jxs_jiayuguan	39.764100	98.253802
